Unidades: €/MW;;
Informação acedida em: 30/06/2025 15:32:26;;
Data;Hora;Portugal
02/04/2019;8;58.84
02/04/2019;9;59.84
02/04/2019;10;60.01
02/04/2019;11;59.96
02/04/2019;12;59.51
02/04/2019;13;59.45
02/04/2019;14;59.17
02/04/2019;15;58.25
02/04/2019;16;56.48
02/04/2019;17;55.23
02/04/2019;18;54.49
02/04/2019;19;53.41
02/04/2019;20;54.49
02/04/2019;21;57.02
02/04/2019;22;59.01
02/04/2019;23;56.48
02/04/2019;24;55.30
03/04/2019;1;56.00
03/04/2019;2;55.25
03/04/2019;3;54.00
03/04/2019;4;53.00
03/04/2019;5;51.96
03/04/2019;6;52.25
03/04/2019;7;54.07
03/04/2019;8;57.14
03/04/2019;9;58.51
03/04/2019;10;58.92
03/04/2019;11;56.60
03/04/2019;12;55.50
03/04/2019;13;55.00
03/04/2019;14;53.00
03/04/2019;15;48.13
03/04/2019;16;42.60
03/04/2019;17;41.73
03/04/2019;18;42.68
03/04/2019;19;45.44
03/04/2019;20;51.32
03/04/2019;21;54.92
03/04/2019;22;58.47
03/04/2019;23;56.60
03/04/2019;24;55.56
04/04/2019;1;54.06
04/04/2019;2;49.66
04/04/2019;3;44.62
04/04/2019;4;44.45
04/04/2019;5;44.94
04/04/2019;6;53.00
04/04/2019;7;54.92
04/04/2019;8;58.45
04/04/2019;9;59.86
04/04/2019;10;60.44
04/04/2019;11;58.01
04/04/2019;12;55.73
04/04/2019;13;55.56
04/04/2019;14;54.52
04/04/2019;15;53.64
04/04/2019;16;51.00
04/04/2019;17;48.40
04/04/2019;18;50.00
04/04/2019;19;51.76
04/04/2019;20;53.56
04/04/2019;21;56.11
04/04/2019;22;58.51
04/04/2019;23;55.56
04/04/2019;24;54.50
05/04/2019;1;53.57
05/04/2019;2;44.70
05/04/2019;3;41.68
05/04/2019;4;40.78
05/04/2019;5;40.76
05/04/2019;6;41.03
05/04/2019;7;45.83
05/04/2019;8;54.92
05/04/2019;9;58.67
05/04/2019;10;58.43
05/04/2019;11;56.48
05/04/2019;12;55.72
05/04/2019;13;55.44
05/04/2019;14;55.13
05/04/2019;15;54.07
05/04/2019;16;52.44
05/04/2019;17;50.77
05/04/2019;18;50.17
05/04/2019;19;51.01
05/04/2019;20;52.44
05/04/2019;21;54.52
05/04/2019;22;56.48
05/04/2019;23;54.52
05/04/2019;24;52.88
06/04/2019;1;51.51
06/04/2019;2;45.68
06/04/2019;3;39.40
06/04/2019;4;38.50
06/04/2019;5;37.27
06/04/2019;6;37.27
06/04/2019;7;39.20
06/04/2019;8;42.03
06/04/2019;9;44.06
06/04/2019;10;46.51
06/04/2019;11;49.12
06/04/2019;12;45.68
06/04/2019;13;43.75
06/04/2019;14;44.00
06/04/2019;15;41.50
06/04/2019;16;40.63
06/04/2019;17;38.62
06/04/2019;18;39.39
06/04/2019;19;41.33
06/04/2019;20;42.91
06/04/2019;21;52.00
06/04/2019;22;55.44
06/04/2019;23;53.56
06/04/2019;24;53.85
07/04/2019;1;51.51
07/04/2019;2;42.03
07/04/2019;3;39.01
07/04/2019;4;38.61
07/04/2019;5;38.30
07/04/2019;6;41.03
07/04/2019;7;41.03
07/04/2019;8;41.31
07/04/2019;9;45.68
07/04/2019;10;51.51
07/04/2019;11;53.01
07/04/2019;12;53.10
07/04/2019;13;53.01
07/04/2019;14;52.35
07/04/2019;15;51.51
07/04/2019;16;48.01
07/04/2019;17;43.30
07/04/2019;18;43.40
07/04/2019;19;42.90
07/04/2019;20;46.65
07/04/2019;21;53.01
07/04/2019;22;58.60
07/04/2019;23;55.53
07/04/2019;24;53.10
08/04/2019;1;54.99
08/04/2019;2;45.68
08/04/2019;3;42.70
08/04/2019;4;42.56
08/04/2019;5;42.51
08/04/2019;6;43.63
08/04/2019;7;54.96
08/04/2019;8;57.99
08/04/2019;9;57.99
08/04/2019;10;58.09
08/04/2019;11;57.05
08/04/2019;12;56.91
08/04/2019;13;56.19
08/04/2019;14;56.00
08/04/2019;15;54.96
08/04/2019;16;54.01
08/04/2019;17;51.53
08/04/2019;18;52.51
08/04/2019;19;53.53
08/04/2019;20;54.96
08/04/2019;21;56.05
08/04/2019;22;56.91
08/04/2019;23;55.66
08/04/2019;24;55.30
09/04/2019;1;50.94
09/04/2019;2;45.68
09/04/2019;3;42.51
09/04/2019;4;42.01
09/04/2019;5;41.95
09/04/2019;6;42.51
09/04/2019;7;50.94
09/04/2019;8;56.66
09/04/2019;9;57.01
09/04/2019;10;56.67
09/04/2019;11;55.23
09/04/2019;12;53.05
09/04/2019;13;52.68
09/04/2019;14;51.14
09/04/2019;15;50.20
09/04/2019;16;50.00
09/04/2019;17;46.50
09/04/2019;18;46.15
09/04/2019;19;46.15
09/04/2019;20;50.28
09/04/2019;21;55.51
09/04/2019;22;57.55
09/04/2019;23;54.01
09/04/2019;24;52.07
10/04/2019;1;42.70
10/04/2019;2;42.26
10/04/2019;3;41.33
10/04/2019;4;41.33
10/04/2019;5;41.33
10/04/2019;6;41.80
10/04/2019;7;46.99
10/04/2019;8;55.00
10/04/2019;9;56.89
10/04/2019;10;56.21
10/04/2019;11;55.23
10/04/2019;12;54.50
10/04/2019;13;55.03
10/04/2019;14;54.50
10/04/2019;15;53.15
10/04/2019;16;52.33
10/04/2019;17;50.99
10/04/2019;18;50.31
10/04/2019;19;50.19
10/04/2019;20;51.14
10/04/2019;21;55.78
10/04/2019;22;57.84
10/04/2019;23;55.57
10/04/2019;24;55.07
11/04/2019;1;55.12
11/04/2019;2;52.52
11/04/2019;3;49.80
11/04/2019;4;49.00
11/04/2019;5;47.81
11/04/2019;6;53.65
11/04/2019;7;56.66
11/04/2019;8;58.16
11/04/2019;9;58.86
11/04/2019;10;58.90
11/04/2019;11;57.55
11/04/2019;12;56.55
11/04/2019;13;56.65
11/04/2019;14;56.09
11/04/2019;15;54.43
11/04/2019;16;52.80
11/04/2019;17;51.16
11/04/2019;18;51.51
11/04/2019;19;51.46
11/04/2019;20;54.02
11/04/2019;21;56.66
11/04/2019;22;59.22
11/04/2019;23;56.66
11/04/2019;24;56.05
12/04/2019;1;58.58
12/04/2019;2;56.16
12/04/2019;3;53.89
12/04/2019;4;53.00
12/04/2019;5;53.02
12/04/2019;6;56.00
12/04/2019;7;58.66
12/04/2019;8;58.98
12/04/2019;9;60.08
12/04/2019;10;59.33
12/04/2019;11;58.67
12/04/2019;12;58.00
12/04/2019;13;58.58
12/04/2019;14;58.58
12/04/2019;15;55.91
12/04/2019;16;54.72
12/04/2019;17;53.40
12/04/2019;18;53.60
12/04/2019;19;54.70
12/04/2019;20;56.50
12/04/2019;21;58.73
12/04/2019;22;60.16
12/04/2019;23;59.00
12/04/2019;24;59.01
13/04/2019;1;60.00
13/04/2019;2;59.38
13/04/2019;3;58.98
13/04/2019;4;58.69
13/04/2019;5;58.66
13/04/2019;6;58.66
13/04/2019;7;57.51
13/04/2019;8;56.12
13/04/2019;9;57.96
13/04/2019;10;59.01
13/04/2019;11;58.73
13/04/2019;12;58.66
13/04/2019;13;57.84
13/04/2019;14;57.84
13/04/2019;15;56.16
13/04/2019;16;55.51
13/04/2019;17;52.99
13/04/2019;18;52.07
13/04/2019;19;54.00
13/04/2019;20;56.01
13/04/2019;21;58.58
13/04/2019;22;59.57
13/04/2019;23;59.06
13/04/2019;24;59.01
14/04/2019;1;57.95
14/04/2019;2;54.30
14/04/2019;3;50.10
14/04/2019;4;47.66
14/04/2019;5;46.87
14/04/2019;6;45.14
14/04/2019;7;45.13
14/04/2019;8;45.10
14/04/2019;9;47.20
14/04/2019;10;52.84
14/04/2019;11;56.16
14/04/2019;12;56.16
14/04/2019;13;55.70
14/04/2019;14;55.00
14/04/2019;15;51.62
14/04/2019;16;49.54
14/04/2019;17;47.67
14/04/2019;18;48.00
14/04/2019;19;50.15
14/04/2019;20;57.21
14/04/2019;21;59.47
14/04/2019;22;62.48
14/04/2019;23;61.19
14/04/2019;24;60.16
15/04/2019;1;59.53
15/04/2019;2;57.95
15/04/2019;3;54.90
15/04/2019;4;50.13
15/04/2019;5;47.12
15/04/2019;6;46.07
15/04/2019;7;54.83
15/04/2019;8;59.18
15/04/2019;9;60.08
15/04/2019;10;59.84
15/04/2019;11;59.00
15/04/2019;12;58.22
15/04/2019;13;55.91
15/04/2019;14;53.07
15/04/2019;15;49.54
15/04/2019;16;45.19
15/04/2019;17;42.05
15/04/2019;18;44.50
15/04/2019;19;47.01
15/04/2019;20;51.31
15/04/2019;21;57.06
15/04/2019;22;60.08
15/04/2019;23;59.38
15/04/2019;24;58.66
16/04/2019;1;59.00
16/04/2019;2;56.91
16/04/2019;3;56.56
16/04/2019;4;56.13
16/04/2019;5;56.56
16/04/2019;6;56.91
16/04/2019;7;57.84
16/04/2019;8;59.33
16/04/2019;9;59.84
16/04/2019;10;60.06
16/04/2019;11;59.57
16/04/2019;12;59.50
16/04/2019;13;59.47
16/04/2019;14;59.07
16/04/2019;15;57.96
16/04/2019;16;56.21
16/04/2019;17;54.02
16/04/2019;18;53.86
16/04/2019;19;53.84
16/04/2019;20;56.00
16/04/2019;21;58.58
16/04/2019;22;59.28
16/04/2019;23;55.20
16/04/2019;24;50.49
17/04/2019;1;55.55
17/04/2019;2;49.25
17/04/2019;3;39.00
17/04/2019;4;39.00
17/04/2019;5;38.25
17/04/2019;6;38.25
17/04/2019;7;46.82
17/04/2019;8;50.43
17/04/2019;9;52.23
17/04/2019;10;52.84
17/04/2019;11;51.20
17/04/2019;12;49.20
17/04/2019;13;47.40
17/04/2019;14;40.60
17/04/2019;15;38.63
17/04/2019;16;38.25
17/04/2019;17;39.00
17/04/2019;18;41.99
17/04/2019;19;48.40
17/04/2019;20;50.77
17/04/2019;21;57.04
17/04/2019;22;59.47
17/04/2019;23;57.91
17/04/2019;24;56.85
18/04/2019;1;59.47
18/04/2019;2;57.66
18/04/2019;3;56.66
18/04/2019;4;56.65
18/04/2019;5;56.65
18/04/2019;6;57.48
18/04/2019;7;57.30
18/04/2019;8;56.91
18/04/2019;9;56.88
18/04/2019;10;57.66
18/04/2019;11;58.58
18/04/2019;12;57.75
18/04/2019;13;57.48
18/04/2019;14;57.04
18/04/2019;15;56.56
18/04/2019;16;56.56
18/04/2019;17;55.64
18/04/2019;18;55.55
18/04/2019;19;49.16
18/04/2019;20;49.31
18/04/2019;21;51.51
18/04/2019;22;56.56
18/04/2019;23;52.67
18/04/2019;24;51.80
19/04/2019;1;53.00
19/04/2019;2;56.91
19/04/2019;3;56.56
19/04/2019;4;40.43
19/04/2019;5;34.89
19/04/2019;6;34.89
19/04/2019;7;38.42
19/04/2019;8;41.00
19/04/2019;9;45.28
19/04/2019;10;43.81
19/04/2019;11;38.76
19/04/2019;12;36.51
19/04/2019;13;35.50
19/04/2019;14;34.89
19/04/2019;15;32.52
19/04/2019;16;32.39
19/04/2019;17;32.39
19/04/2019;18;32.24
19/04/2019;19;36.00
19/04/2019;20;38.40
19/04/2019;21;43.20
19/04/2019;22;44.87
19/04/2019;23;44.00
19/04/2019;24;42.00
20/04/2019;1;35.48
20/04/2019;2;31.57
20/04/2019;3;30.00
20/04/2019;4;27.13
20/04/2019;5;25.75
20/04/2019;6;27.02
20/04/2019;7;28.46
20/04/2019;8;30.00
20/04/2019;9;35.26
20/04/2019;10;37.70
20/04/2019;11;36.78
20/04/2019;12;36.59
20/04/2019;13;36.09
20/04/2019;14;36.24
20/04/2019;15;36.24
20/04/2019;16;36.59
20/04/2019;17;36.59
20/04/2019;18;36.59
20/04/2019;19;37.39
20/04/2019;20;37.39
20/04/2019;21;38.89
20/04/2019;22;48.00
20/04/2019;23;42.50
20/04/2019;24;41.37
21/04/2019;1;40.00
21/04/2019;2;34.02
21/04/2019;3;30.23
21/04/2019;4;28.62
21/04/2019;5;30.00
21/04/2019;6;30.35
21/04/2019;7;33.40
21/04/2019;8;32.19
21/04/2019;9;34.00
21/04/2019;10;40.51
21/04/2019;11;41.01
21/04/2019;12;41.01
21/04/2019;13;40.51
21/04/2019;14;40.51
21/04/2019;15;40.00
21/04/2019;16;37.02
21/04/2019;17;35.10
21/04/2019;18;36.66
21/04/2019;19;40.70
21/04/2019;20;45.01
21/04/2019;21;49.00
21/04/2019;22;58.58
21/04/2019;23;57.52
21/04/2019;24;56.56
22/04/2019;1;58.58
22/04/2019;2;56.56
22/04/2019;3;55.00
22/04/2019;4;54.25
22/04/2019;5;54.00
22/04/2019;6;53.91
22/04/2019;7;54.75
22/04/2019;8;56.49
22/04/2019;9;58.00
22/04/2019;10;59.00
22/04/2019;11;59.00
22/04/2019;12;58.73
22/04/2019;13;58.58
22/04/2019;14;57.75
22/04/2019;15;56.01
22/04/2019;16;54.25
22/04/2019;17;51.45
22/04/2019;18;51.23
22/04/2019;19;51.97
22/04/2019;20;53.33
22/04/2019;21;56.01
22/04/2019;22;58.85
22/04/2019;23;56.34
22/04/2019;24;54.25
23/04/2019;1;47.48
23/04/2019;2;40.51
23/04/2019;3;39.30
23/04/2019;4;36.12
23/04/2019;5;34.00
23/04/2019;6;37.50
23/04/2019;7;41.00
23/04/2019;8;54.34
23/04/2019;9;56.56
23/04/2019;10;58.70
23/04/2019;11;58.73
23/04/2019;12;56.98
23/04/2019;13;56.00
23/04/2019;14;54.75
23/04/2019;15;52.96
23/04/2019;16;49.55
23/04/2019;17;45.61
23/04/2019;18;45.16
23/04/2019;19;45.21
23/04/2019;20;49.53
23/04/2019;21;54.50
23/04/2019;22;58.78
23/04/2019;23;55.24
23/04/2019;24;52.83
24/04/2019;1;40.51
24/04/2019;2;39.30
24/04/2019;3;35.00
24/04/2019;4;29.99
24/04/2019;5;27.69
24/04/2019;6;29.50
24/04/2019;7;39.35
24/04/2019;8;50.50
24/04/2019;9;54.75
24/04/2019;10;54.75
24/04/2019;11;53.50
24/04/2019;12;50.00
24/04/2019;13;45.90
24/04/2019;14;39.50
24/04/2019;15;35.50
24/04/2019;16;34.40
24/04/2019;17;31.61
24/04/2019;18;31.53
24/04/2019;19;34.40
24/04/2019;20;39.45
24/04/2019;21;42.08
24/04/2019;22;49.59
24/04/2019;23;39.45
24/04/2019;24;33.46
25/04/2019;1;29.10
25/04/2019;2;26.10
25/04/2019;3;12.69
25/04/2019;4;5.48
25/04/2019;5;5.00
25/04/2019;6;5.53
25/04/2019;7;19.46
25/04/2019;8;30.00
25/04/2019;9;39.12
25/04/2019;10;43.00
25/04/2019;11;40.84
25/04/2019;12;39.12
25/04/2019;13;35.65
25/04/2019;14;32.00
25/04/2019;15;30.50
25/04/2019;16;27.35
25/04/2019;17;26.98
25/04/2019;18;25.69
25/04/2019;19;32.32
25/04/2019;20;38.08
25/04/2019;21;40.84
25/04/2019;22;46.36
25/04/2019;23;42.21
25/04/2019;24;39.04
26/04/2019;1;37.00
26/04/2019;2;35.00
26/04/2019;3;32.12
26/04/2019;4;27.98
26/04/2019;5;25.77
26/04/2019;6;29.99
26/04/2019;7;41.50
26/04/2019;8;52.91
26/04/2019;9;56.38
26/04/2019;10;55.93
26/04/2019;11;55.03
26/04/2019;12;54.35
26/04/2019;13;55.00
26/04/2019;14;54.85
26/04/2019;15;54.53
26/04/2019;16;54.03
26/04/2019;17;53.52
26/04/2019;18;54.03
26/04/2019;19;54.35
26/04/2019;20;55.07
26/04/2019;21;57.22
26/04/2019;22;60.85
26/04/2019;23;59.03
26/04/2019;24;57.75
27/04/2019;1;58.30
27/04/2019;2;56.52
27/04/2019;3;55.36
27/04/2019;4;56.44
27/04/2019;5;55.69
27/04/2019;6;55.04
27/04/2019;7;55.34
27/04/2019;8;55.69
27/04/2019;9;55.54
27/04/2019;10;57.23
27/04/2019;11;56.44
27/04/2019;12;55.87
27/04/2019;13;55.75
27/04/2019;14;55.50
27/04/2019;15;54.92
27/04/2019;16;53.89
27/04/2019;17;52.44
27/04/2019;18;52.34
27/04/2019;19;53.00
27/04/2019;20;54.92
27/04/2019;21;56.52
27/04/2019;22;59.20
27/04/2019;23;57.52
27/04/2019;24;56.52
28/04/2019;1;56.73
28/04/2019;2;54.07
28/04/2019;3;53.14
28/04/2019;4;50.81
28/04/2019;5;51.05
28/04/2019;6;51.11
28/04/2019;7;50.99
28/04/2019;8;50.74
28/04/2019;9;50.00
28/04/2019;10;52.45
28/04/2019;11;52.55
28/04/2019;12;52.92
28/04/2019;13;53.50
28/04/2019;14;53.50
28/04/2019;15;52.92
28/04/2019;16;50.97
28/04/2019;17;49.01
28/04/2019;18;48.00
28/04/2019;19;47.23
28/04/2019;20;50.27
28/04/2019;21;55.50
28/04/2019;22;59.47
28/04/2019;23;58.98
28/04/2019;24;56.55
29/04/2019;1;57.79
29/04/2019;2;56.01
29/04/2019;3;52.49
29/04/2019;4;52.65
29/04/2019;5;55.00
29/04/2019;6;57.12
29/04/2019;7;59.20
29/04/2019;8;58.87
29/04/2019;9;59.27
29/04/2019;10;59.89
29/04/2019;11;59.50
29/04/2019;12;59.47
29/04/2019;13;59.47
29/04/2019;14;59.23
29/04/2019;15;58.70
29/04/2019;16;57.93
29/04/2019;17;57.50
29/04/2019;18;57.12
29/04/2019;19;57.01
29/04/2019;20;57.93
29/04/2019;21;59.20
29/04/2019;22;60.37
29/04/2019;23;59.12
29/04/2019;24;58.98
30/04/2019;1;59.23
30/04/2019;2;58.90
30/04/2019;3;58.71
30/04/2019;4;58.71
30/04/2019;5;58.91
30/04/2019;6;59.47
30/04/2019;7;59.89
30/04/2019;8;59.23
30/04/2019;9;60.08
30/04/2019;10;60.32
30/04/2019;11;59.50
30/04/2019;12;59.33
30/04/2019;13;59.33
30/04/2019;14;59.12
30/04/2019;15;58.62
30/04/2019;16;58.51
30/04/2019;17;57.52
30/04/2019;18;56.29
30/04/2019;19;55.88
30/04/2019;20;57.12
30/04/2019;21;58.73
30/04/2019;22;59.87
30/04/2019;23;58.73
30/04/2019;24;58.69
01/05/2019;1;57.63
01/05/2019;2;56.56
01/05/2019;3;55.52
01/05/2019;4;55.71
01/05/2019;5;55.00
01/05/2019;6;55.00
01/05/2019;7;53.00
01/05/2019;8;53.00
01/05/2019;9;53.00
01/05/2019;10;54.94
01/05/2019;11;54.92
01/05/2019;12;54.92
01/05/2019;13;52.52
01/05/2019;14;52.00
01/05/2019;15;50.39
01/05/2019;16;45.00
01/05/2019;17;40.41
01/05/2019;18;40.41
01/05/2019;19;36.00
01/05/2019;20;38.49
01/05/2019;21;45.00
01/05/2019;22;55.16
01/05/2019;23;52.52
01/05/2019;24;44.69
02/05/2019;1;38.90
02/05/2019;2;37.32
02/05/2019;3;32.00
02/05/2019;4;33.00
02/05/2019;5;33.92
02/05/2019;6;36.00
02/05/2019;7;41.75
02/05/2019;8;47.76
02/05/2019;9;50.02
02/05/2019;10;52.89
02/05/2019;11;50.13
02/05/2019;12;48.87
02/05/2019;13;49.41
02/05/2019;14;49.42
02/05/2019;15;49.41
02/05/2019;16;48.99
02/05/2019;17;50.58
02/05/2019;18;50.54
02/05/2019;19;49.50
02/05/2019;20;47.86
02/05/2019;21;51.70
02/05/2019;22;58.09
02/05/2019;23;51.10
02/05/2019;24;48.28
03/05/2019;1;52.44
03/05/2019;2;45.60
03/05/2019;3;43.00
03/05/2019;4;44.00
03/05/2019;5;47.09
03/05/2019;6;49.00
03/05/2019;7;56.29
03/05/2019;8;57.79
03/05/2019;9;57.90
03/05/2019;10;57.79
03/05/2019;11;55.04
03/05/2019;12;52.89
03/05/2019;13;52.00
03/05/2019;14;50.61
03/05/2019;15;48.24
03/05/2019;16;47.65
03/05/2019;17;48.19
03/05/2019;18;47.13
03/05/2019;19;42.90
03/05/2019;20;43.96
03/05/2019;21;48.50
03/05/2019;22;57.67
03/05/2019;23;56.12
03/05/2019;24;54.57
04/05/2019;1;54.10
04/05/2019;2;49.55
04/05/2019;3;42.00
04/05/2019;4;40.84
04/05/2019;5;43.01
04/05/2019;6;43.10
04/05/2019;7;45.50
04/05/2019;8;45.00
04/05/2019;9;48.99
04/05/2019;10;52.99
04/05/2019;11;53.60
04/05/2019;12;54.14
04/05/2019;13;53.21
04/05/2019;14;50.69
04/05/2019;15;48.42
04/05/2019;16;48.40
04/05/2019;17;47.86
04/05/2019;18;40.49
04/05/2019;19;40.49
04/05/2019;20;38.53
04/05/2019;21;44.81
04/05/2019;22;46.18
04/05/2019;23;45.92
04/05/2019;24;44.30
05/05/2019;1;35.19
05/05/2019;2;43.49
05/05/2019;3;33.33
05/05/2019;4;33.33
05/05/2019;5;29.83
05/05/2019;6;29.83
05/05/2019;7;28.05
05/05/2019;8;29.01
05/05/2019;9;31.35
05/05/2019;10;31.62
05/05/2019;11;30.38
05/05/2019;12;37.80
05/05/2019;13;49.49
05/05/2019;14;37.90
05/05/2019;15;33.33
05/05/2019;16;33.33
05/05/2019;17;33.33
05/05/2019;18;33.33
05/05/2019;19;32.44
05/05/2019;20;38.47
05/05/2019;21;49.00
05/05/2019;22;58.71
05/05/2019;23;59.04
05/05/2019;24;55.07
06/05/2019;1;54.70
06/05/2019;2;47.33
06/05/2019;3;43.47
06/05/2019;4;43.47
06/05/2019;5;43.55
06/05/2019;6;47.33
06/05/2019;7;52.01
06/05/2019;8;55.72
06/05/2019;9;57.93
06/05/2019;10;58.69
06/05/2019;11;57.29
06/05/2019;12;56.90
06/05/2019;13;56.78
06/05/2019;14;56.10
06/05/2019;15;54.61
06/05/2019;16;52.11
06/05/2019;17;51.89
06/05/2019;18;52.11
06/05/2019;19;52.11
06/05/2019;20;54.40
06/05/2019;21;56.14
06/05/2019;22;58.50
06/05/2019;23;56.06
06/05/2019;24;54.01
07/05/2019;1;55.59
07/05/2019;2;53.97
07/05/2019;3;51.30
07/05/2019;4;50.12
07/05/2019;5;49.44
07/05/2019;6;50.03
07/05/2019;7;51.72
07/05/2019;8;58.71
07/05/2019;9;59.33
07/05/2019;10;57.53
07/05/2019;11;55.11
07/05/2019;12;54.03
07/05/2019;13;52.06
07/05/2019;14;50.15
07/05/2019;15;48.00
07/05/2019;16;46.77
07/05/2019;17;47.10
07/05/2019;18;48.94
07/05/2019;19;50.17
07/05/2019;20;51.47
07/05/2019;21;52.94
07/05/2019;22;55.00
07/05/2019;23;50.98
07/05/2019;24;45.00
08/05/2019;1;44.18
08/05/2019;2;39.03
08/05/2019;3;35.96
08/05/2019;4;35.79
08/05/2019;5;35.08
08/05/2019;6;34.64
08/05/2019;7;33.96
08/05/2019;8;39.48
08/05/2019;9;44.49
08/05/2019;10;46.20
08/05/2019;11;44.66
08/05/2019;12;43.50
08/05/2019;13;42.87
08/05/2019;14;38.19
08/05/2019;15;35.78
08/05/2019;16;34.90
08/05/2019;17;34.38
08/05/2019;18;33.00
08/05/2019;19;37.35
08/05/2019;20;39.19
08/05/2019;21;39.61
08/05/2019;22;44.18
08/05/2019;23;39.84
08/05/2019;24;38.19
09/05/2019;1;33.92
09/05/2019;2;40.10
09/05/2019;3;39.59
09/05/2019;4;39.56
09/05/2019;5;35.08
09/05/2019;6;37.07
09/05/2019;7;45.99
09/05/2019;8;49.92
09/05/2019;9;54.66
09/05/2019;10;55.01
09/05/2019;11;53.54
09/05/2019;12;52.38
09/05/2019;13;53.01
09/05/2019;14;51.95
09/05/2019;15;50.11
09/05/2019;16;47.37
09/05/2019;17;46.49
09/05/2019;18;46.50
09/05/2019;19;47.55
09/05/2019;20;50.87
09/05/2019;21;50.72
09/05/2019;22;52.33
09/05/2019;23;49.07
09/05/2019;24;44.60
10/05/2019;1;40.10
10/05/2019;2;38.83
10/05/2019;3;37.54
10/05/2019;4;37.25
10/05/2019;5;37.17
10/05/2019;6;39.02
10/05/2019;7;47.63
10/05/2019;8;54.58
10/05/2019;9;56.17
10/05/2019;10;53.07
10/05/2019;11;50.16
10/05/2019;12;49.61
10/05/2019;13;49.47
10/05/2019;14;49.02
10/05/2019;15;45.53
10/05/2019;16;43.00
10/05/2019;17;43.51
10/05/2019;18;45.63
10/05/2019;19;48.90
10/05/2019;20;50.48
10/05/2019;21;53.47
10/05/2019;22;55.86
10/05/2019;23;54.80
10/05/2019;24;53.57
11/05/2019;1;54.89
11/05/2019;2;52.66
11/05/2019;3;51.29
11/05/2019;4;50.69
11/05/2019;5;50.60
11/05/2019;6;51.20
11/05/2019;7;48.93
11/05/2019;8;48.85
11/05/2019;9;52.66
11/05/2019;10;54.54
11/05/2019;11;53.68
11/05/2019;12;53.69
11/05/2019;13;52.66
11/05/2019;14;52.66
11/05/2019;15;51.00
11/05/2019;16;47.74
11/05/2019;17;43.07
11/05/2019;18;40.84
11/05/2019;19;40.89
11/05/2019;20;45.00
11/05/2019;21;48.93
11/05/2019;22;53.69
11/05/2019;23;51.60
11/05/2019;24;46.23
12/05/2019;1;39.56
12/05/2019;2;34.80
12/05/2019;3;29.99
12/05/2019;4;26.25
12/05/2019;5;25.00
12/05/2019;6;24.04
12/05/2019;7;24.60
12/05/2019;8;27.21
12/05/2019;9;30.14
12/05/2019;10;34.60
12/05/2019;11;35.30
12/05/2019;12;38.01
12/05/2019;13;38.60
12/05/2019;14;39.10
12/05/2019;15;38.60
12/05/2019;16;35.30
12/05/2019;17;35.50
12/05/2019;18;35.55
12/05/2019;19;38.60
12/05/2019;20;39.10
12/05/2019;21;49.00
12/05/2019;22;56.41
12/05/2019;23;55.45
12/05/2019;24;49.23
13/05/2019;1;39.87
13/05/2019;2;37.85
13/05/2019;3;35.00
13/05/2019;4;34.60
13/05/2019;5;34.30
13/05/2019;6;35.73
13/05/2019;7;46.16
13/05/2019;8;53.01
13/05/2019;9;53.01
13/05/2019;10;51.08
13/05/2019;11;50.56
13/05/2019;12;50.54
13/05/2019;13;51.01
13/05/2019;14;51.01
13/05/2019;15;50.54
13/05/2019;16;50.30
13/05/2019;17;50.02
13/05/2019;18;50.19
13/05/2019;19;49.88
13/05/2019;20;50.38
13/05/2019;21;52.00
13/05/2019;22;56.19
13/05/2019;23;51.01
13/05/2019;24;46.81
14/05/2019;1;43.76
14/05/2019;2;40.90
14/05/2019;3;40.90
14/05/2019;4;40.90
14/05/2019;5;41.00
14/05/2019;6;44.44
14/05/2019;7;48.52
14/05/2019;8;52.01
14/05/2019;9;55.53
14/05/2019;10;54.82
14/05/2019;11;53.80
14/05/2019;12;54.88
14/05/2019;13;55.99
14/05/2019;14;56.46
14/05/2019;15;55.99
14/05/2019;16;55.04
14/05/2019;17;54.01
14/05/2019;18;53.49
14/05/2019;19;53.00
14/05/2019;20;54.01
14/05/2019;21;56.21
14/05/2019;22;58.56
14/05/2019;23;56.31
14/05/2019;24;53.50
15/05/2019;1;52.75
15/05/2019;2;52.60
15/05/2019;3;52.59
15/05/2019;4;52.59
15/05/2019;5;52.66
15/05/2019;6;52.75
15/05/2019;7;52.75
15/05/2019;8;54.97
15/05/2019;9;57.50
15/05/2019;10;57.27
15/05/2019;11;56.54
15/05/2019;12;55.72
15/05/2019;13;56.12
15/05/2019;14;55.04
15/05/2019;15;53.56
15/05/2019;16;52.56
15/05/2019;17;51.60
15/05/2019;18;51.01
15/05/2019;19;50.21
15/05/2019;20;51.45
15/05/2019;21;53.30
15/05/2019;22;56.53
15/05/2019;23;54.30
15/05/2019;24;52.38
16/05/2019;1;57.50
16/05/2019;2;57.45
16/05/2019;3;56.78
16/05/2019;4;56.56
16/05/2019;5;56.21
16/05/2019;6;57.38
16/05/2019;7;57.10
16/05/2019;8;57.28
16/05/2019;9;57.79
16/05/2019;10;57.71
16/05/2019;11;57.10
16/05/2019;12;55.89
16/05/2019;13;56.21
16/05/2019;14;54.58
16/05/2019;15;51.17
16/05/2019;16;49.56
16/05/2019;17;48.10
16/05/2019;18;44.11
16/05/2019;19;40.97
16/05/2019;20;42.80
16/05/2019;21;47.61
16/05/2019;22;50.19
16/05/2019;23;48.49
16/05/2019;24;40.80
